Time,Ambient Dry Bulb (C),Ambient Relative Humidity (-),Ambient Pressure (kPa),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Wind Speed (m/s),Sky Temperature (C),Mains Temperature (C),Ground Temperature (C),Ambient Humidity Ratio (-),Ambient Wet Bulb (-),apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time,dni_extraterrestrial,airmass,Exterior Wall Irradiance (W),"Exterior Wall Irradiance - 315 deg, poa_global (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_direct (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_diffuse (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_ground_diffuse (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_global (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_direct (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_diffuse (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_ground_diffuse (W/m^2)","Exterior Wall Irradiance - 225 deg, poa_global (W/m^2)","Exterior Wall Irradiance - 225 deg, poa_direct (W/m^2)","Exterior Wall Irradiance - 225 deg, poa_diffuse (W/m^2)","Exterior Wall Irradiance - 225 deg, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - 225 deg, poa_ground_diffuse (W/m^2)",Rim Joist Irradiance (W),"Rim Joist Irradiance - 315 deg, poa_global (W/m^2)","Rim Joist Irradiance - 315 deg, poa_direct (W/m^2)","Rim Joist Irradiance - 315 deg, poa_diffuse (W/m^2)","Rim Joist Irradiance - 315 deg, poa_sky_diffuse (W/m^2)","Rim Joist Irradiance - 315 deg, poa_ground_diffuse (W/m^2)","Rim Joist Irradiance - 135 deg, poa_global (W/m^2)","Rim Joist Irradiance - 135 deg, poa_direct (W/m^2)","Rim Joist Irradiance - 135 deg, poa_diffuse (W/m^2)","Rim Joist Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Rim Joist Irradiance - 135 deg, poa_ground_diffuse (W/m^2)","Rim Joist Irradiance - 225 deg, poa_global (W/m^2)","Rim Joist Irradiance - 225 deg, poa_direct (W/m^2)","Rim Joist Irradiance - 225 deg, poa_diffuse (W/m^2)","Rim Joist Irradiance - 225 deg, poa_sky_diffuse (W/m^2)","Rim Joist Irradiance - 225 deg, poa_ground_diffuse (W/m^2)",Window Irradiance (W),"Window Irradiance - 315 deg, poa_global (W/m^2)","Window Irradiance - 315 deg, poa_direct (W/m^2)","Window Irradiance - 315 deg, poa_diffuse (W/m^2)","Window Irradiance - 315 deg, poa_sky_diffuse (W/m^2)","Window Irradiance - 315 deg, poa_ground_diffuse (W/m^2)","Window Irradiance - 135 deg, poa_global (W/m^2)","Window Irradiance - 135 deg, poa_direct (W/m^2)","Window Irradiance - 135 deg, poa_diffuse (W/m^2)","Window Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Window Irradiance - 135 deg, poa_ground_diffuse (W/m^2)","Window Irradiance - 225 deg, poa_global (W/m^2)","Window Irradiance - 225 deg, poa_direct (W/m^2)","Window Irradiance - 225 deg, poa_diffuse (W/m^2)","Window Irradiance - 225 deg, poa_sky_diffuse (W/m^2)","Window Irradiance - 225 deg, poa_ground_diffuse (W/m^2)",Door Irradiance (W),"Door Irradiance - 135 deg, poa_global (W/m^2)","Door Irradiance - 135 deg, poa_direct (W/m^2)","Door Irradiance - 135 deg, poa_diffuse (W/m^2)","Door Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Door Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Horizontal Irradiance (W/m^2),Occupancy (Persons),MELs (kW),TV (kW),Ceiling Fan (kW),Indoor Lighting (kW),Dishwasher (L/min),Dishwasher (kW),Clothes Washer (L/min),Clothes Washer (kW),Clothes Dryer (kW),Clothes Dryer (therms/hour),Cooking Range (kW),Cooking Range (therms/hour),Water Heating (L/min),Water Heating Setpoint (C),Refrigerator (kW),Exterior Lighting (kW),HVAC Heating Setpoint (C),HVAC Cooling Setpoint (C)
2025-01-01 00:10:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.35535386183932,157.35535386183932,-67.3553538618393,-67.3553538618393,357.5585597925283,-3.5996071159097482,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11657946482263949,0.0050797038182530865,0.022151574229366318,0.007871810411592737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.003103307748538012,19.222222222222257,20.222222222222257
2025-01-01 00:11:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.36183216375468,157.36183216375468,-67.36183216375468,-67.36183216375468,358.15602870535224,-3.5999345994496252,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11657946482263949,0.0050797038182530865,0.022151574229366318,0.007871810411592737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.003103307748538012,19.222222222222257,20.222222222222257
2025-01-01 00:12:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.36648768581387,157.36648768581387,-67.36648768581388,-67.36648768581388,358.7537517103499,-3.600262080304674,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11657946482263949,0.0050797038182530865,0.022151574229366318,0.007871810411592737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.003103307748538012,19.222222222222257,20.222222222222257
2025-01-01 00:13:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.36931927014837,157.36931927014837,-67.36931927014837,-67.36931927014837,359.35164577537523,-3.6005895584312384,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11657946482263949,0.0050797038182530865,0.022151574229366318,0.007871810411592737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.003103307748538012,19.222222222222257,20.222222222222257
2025-01-01 00:14:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.3703262106743,157.3703262106743,-67.37032621067429,-67.37032621067429,359.9496277018883,-3.6009170339020784,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11657946482263949,0.0050797038182530865,0.022151574229366318,0.007871810411592737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.003103307748538012,19.222222222222257,20.222222222222257
2025-01-01 00:15:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.36950825393723,157.36950825393723,-67.36950825393721,-67.36950825393721,0.5476142053632316,-3.6012445066517103,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11657946482263949,0.0050797038182530865,0.022151574229366318,0.007871810411592737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.003103307748538012,19.222222222222257,20.222222222222257
2025-01-01 00:16:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.3668655994182,157.3668655994182,-67.3668655994182,-67.3668655994182,1.1455219955745406,-3.6015719767383416,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11657946482263949,0.0050797038182530865,0.022151574229366318,0.007871810411592737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.003103307748538012,19.222222222222257,20.222222222222257
2025-01-01 00:17:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.3623988992711,157.3623988992711,-67.36239889927111,-67.36239889927111,1.7432678626615825,-3.601899444103765,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11657946482263949,0.0050797038182530865,0.022151574229366318,0.007871810411592737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.003103307748538012,19.222222222222257,20.222222222222257
2025-01-01 00:18:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.35610925756058,157.35610925756058,-67.35610925756058,-67.35610925756058,2.3407687517471345,-3.6022269088061876,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11657946482263949,0.0050797038182530865,0.022151574229366318,0.007871810411592737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.003103307748538012,19.222222222222257,20.222222222222257
2025-01-01 00:19:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.34799822891551,157.34799822891551,-67.34799822891553,-67.34799822891553,2.937941848464334,-3.602554370787402,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11657946482263949,0.0050797038182530865,0.022151574229366318,0.007871810411592737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.003103307748538012,19.222222222222257,20.222222222222257
