Time,Ambient Dry Bulb (C),Ambient Relative Humidity (-),Ambient Pressure (kPa),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Wind Speed (m/s),Sky Temperature (C),Mains Temperature (C),Ground Temperature (C),Ambient Humidity Ratio (-),Ambient Wet Bulb (-),apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time,dni_extraterrestrial,airmass,Exterior Wall Irradiance (W),"Exterior Wall Irradiance - 315 deg, poa_global (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_direct (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_diffuse (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - 315 deg, poa_ground_diffuse (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_global (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_direct (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_diffuse (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Roof Irradiance (W),"Roof Irradiance - North, poa_global (W/m^2)","Roof Irradiance - North, poa_direct (W/m^2)","Roof Irradiance - North, poa_diffuse (W/m^2)","Roof Irradiance - North, poa_sky_diffuse (W/m^2)","Roof Irradiance - North, poa_ground_diffuse (W/m^2)",Rim Joist Irradiance (W),"Rim Joist Irradiance - 315 deg, poa_global (W/m^2)","Rim Joist Irradiance - 315 deg, poa_direct (W/m^2)","Rim Joist Irradiance - 315 deg, poa_diffuse (W/m^2)","Rim Joist Irradiance - 315 deg, poa_sky_diffuse (W/m^2)","Rim Joist Irradiance - 315 deg, poa_ground_diffuse (W/m^2)","Rim Joist Irradiance - 135 deg, poa_global (W/m^2)","Rim Joist Irradiance - 135 deg, poa_direct (W/m^2)","Rim Joist Irradiance - 135 deg, poa_diffuse (W/m^2)","Rim Joist Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Rim Joist Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Window Irradiance (W),"Window Irradiance - 315 deg, poa_global (W/m^2)","Window Irradiance - 315 deg, poa_direct (W/m^2)","Window Irradiance - 315 deg, poa_diffuse (W/m^2)","Window Irradiance - 315 deg, poa_sky_diffuse (W/m^2)","Window Irradiance - 315 deg, poa_ground_diffuse (W/m^2)","Window Irradiance - 135 deg, poa_global (W/m^2)","Window Irradiance - 135 deg, poa_direct (W/m^2)","Window Irradiance - 135 deg, poa_diffuse (W/m^2)","Window Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Window Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Door Irradiance (W),"Door Irradiance - 135 deg, poa_global (W/m^2)","Door Irradiance - 135 deg, poa_direct (W/m^2)","Door Irradiance - 135 deg, poa_diffuse (W/m^2)","Door Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Door Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Horizontal Irradiance (W/m^2),Occupancy (Persons),MELs (kW),TV (kW),Ceiling Fan (kW),Indoor Lighting (kW),Cooking Range (kW),Cooking Range (therms/hour),Water Heating (L/min),Water Heating Setpoint (C),Refrigerator (kW),Exterior Lighting (kW),HVAC Heating Setpoint (C)
2025-01-01 00:12:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.36648768581387,157.36648768581387,-67.36648768581388,-67.36648768581388,358.7537517103499,-3.600262080304674,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:13:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.36931927014837,157.36931927014837,-67.36931927014837,-67.36931927014837,359.35164577537523,-3.6005895584312384,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:14:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.3703262106743,157.3703262106743,-67.37032621067429,-67.37032621067429,359.9496277018883,-3.6009170339020784,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:15:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.36950825393723,157.36950825393723,-67.36950825393721,-67.36950825393721,0.5476142053632316,-3.6012445066517103,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:16:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.3668655994182,157.3668655994182,-67.3668655994182,-67.3668655994182,1.1455219955745406,-3.6015719767383416,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:17:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.3623988992711,157.3623988992711,-67.36239889927111,-67.36239889927111,1.7432678626615825,-3.601899444103765,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:18:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.35610925756058,157.35610925756058,-67.35610925756058,-67.35610925756058,2.3407687517471345,-3.6022269088061876,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:19:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.34799822891551,157.34799822891551,-67.34799822891553,-67.34799822891553,2.937941848464334,-3.602554370787402,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:20:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.3380678166556,157.3380678166556,-67.3380678166556,-67.3380678166556,3.5347046581299537,-3.6028818300910643,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:21:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.32632046192072,157.32632046192072,-67.32632046192073,-67.32632046192073,4.130975483976158,-3.603209286913625,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:22:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.31275907337204,157.31275907337204,-67.31275907337202,-67.31275907337202,4.7266719111775615,-3.6035367408258026,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:23:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.2973869765959,157.2973869765959,-67.2973869765959,-67.2973869765959,5.321713276838977,-3.603864192045876,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:24:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.28020794034626,157.28020794034626,-67.28020794034627,-67.28020794034627,5.916019150868976,-3.604191640544741,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:25:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.2612261648274,157.2612261648274,-67.26122616482742,-67.26122616482742,6.509509809504152,-3.6045190863733296,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:26:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.24044627677938,157.24044627677938,-67.24044627677937,-67.24044627677937,7.102106307310123,-3.604846529487986,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:27:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.21787332389096,157.21787332389096,-67.21787332389096,-67.21787332389096,7.693730552659815,-3.605173969932366,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:28:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.19351276914358,157.19351276914358,-67.19351276914357,-67.19351276914357,8.28430537040731,-3.60550140767009,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:29:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.16737048432935,157.16737048432935,-67.16737048432935,-67.16737048432935,8.873754573282383,-3.6058288427302614,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:30:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.1394527433307,157.1394527433307,-67.13945274333071,-67.13945274333071,9.462003025662511,-3.6061562750546727,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:31:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.10976621501305,157.10976621501305,-67.10976621501307,-67.10976621501307,10.048976704797383,-3.6064837047160836,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:32:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.0783179337663,157.0783179337663,-67.07831793376631,-67.07831793376631,10.634603157475112,-3.606811131881841,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:33:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.04511537745105,157.04511537745105,-67.04511537745104,-67.04511537745104,11.218809980657113,-3.607138556159043,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:34:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,157.01016633236418,157.01016633236418,-67.0101663323642,-67.0101663323642,11.80152723695619,-3.6074659777004854,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:35:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,156.9734789678709,156.9734789678709,-66.97347896787089,-66.97347896787089,12.382685933418543,-3.607793396564375,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:36:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,156.9350618070676,156.9350618070676,-66.93506180706761,-66.93506180706761,12.962218462612327,-3.6081208127507125,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:37:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,156.89492371729403,156.89492371729403,-66.89492371729405,-66.89492371729405,13.540058653039523,-3.6084482262231177,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:38:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,156.85307390110597,156.85307390110597,-66.85307390110596,-66.85307390110596,14.116141805597408,-3.6087756370106945,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:39:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,156.80952188628606,156.80952188628606,-66.80952188628608,-66.80952188628608,14.690404738078996,-3.6091030450625112,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:40:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,156.76427751600167,156.76427751600167,-66.76427751600167,-66.76427751600167,15.262785820903446,-3.6094304504513275,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
2025-01-01 00:41:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,156.71735093876927,156.71735093876927,-66.71735093876927,-66.71735093876927,15.83322501017608,-3.6097578531116596,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09535102594909561,0.003447323629633531,0.024546943133263232,0.005364751399166754,0.0,0.0,0.0,51.666666666666686,0.03964239414865571,0.0028521290204678363,18.33333333333337
